,index,point,frame,ballx,bally,playerAx,playerAy,playerBx,playerBy,hitplayer,bouncehit,foreback,direction
905,905,151,125023.0,7.9,20.43,,,,,Nakashima,Bounce,,Cross
906,906,151,125033.0,9.45,25.38,2.55,-3.51,8.3,25.38,Nakashima,Hit,Fore,Cross
907,907,152,125539.0,4.9,6.67,,,,,Nakashima,Bounce,,Cross
908,908,152,125549.0,4.82,-1.67,3.87,-1.67,5.81,23.31,Nakashima,Hit,Back,Cross
909,909,152,125576.0,3.54,20.92,,,,,Nakashima,Bounce,,Cross
910,910,152,125582.0,3.39,24.32,5.62,-2.28,4.28,24.32,Nakashima,Hit,Back,Cross
911,911,152,125617.0,5.52,2.09,,,,,Nakashima,Bounce,,Cross
912,912,152,125631.0,6.09,-2.4,7.03,-2.4,5.15,26.87,Nakashima,Hit,Fore,Cross
913,913,152,125650.0,3.18,19.51,,,,,Nakashima,Bounce,,Cross
914,914,152,125661.0,1.66,26.9,6.48,-1.65,3.01,26.9,Nakashima,Hit,Back,Cross
915,915,152,125696.0,6.38,2.32,,,,,Nakashima,Bounce,,Cross
916,916,152,125709.0,7.68,-2.4,8.48,-2.4,4.63,26.8,Nakashima,Hit,Fore,Cross
917,917,152,125729.0,3.55,18.33,,,,,Nakashima,Bounce,,Cross
918,918,152,125742.0,1.32,26.82,7.88,-1.58,2.83,26.82,Nakashima,Hit,Back,Cross
919,919,152,125772.0,4.36,3.82,,,,,Nakashima,Bounce,,Cross
920,920,152,125790.0,5.27,-1.5,6.19,-1.5,4.86,26.96,Nakashima,Hit,Fore,Cross
921,921,152,125811.0,8.44,19.44,,,,,Nakashima,Bounce,,Cross
922,922,152,125826.0,10.11,27.17,5.38,-0.86,8.72,27.17,Nakashima,Hit,Fore,Cross
923,923,152,125855.0,4.63,1.73,,,,,Nakashima,Bounce,,Cross
924,924,152,125866.0,3.6,-1.89,5.08,-1.89,7.84,26.21,Nakashima,Hit,Fore,Cross
925,925,152,125891.0,1.75,21.49,,,,,Nakashima,Bounce,,Cross
926,926,152,125904.0,0.56,27.08,5.87,-0.99,2.36,27.08,Nakashima,Hit,Back,Cross
927,927,152,125944.0,8.74,1.64,,,,,Nakashima,Bounce,,Cross
928,928,152,125952.0,10.26,-2.61,8.84,-2.61,2.12,27.2,Nakashima,Hit,Back,Cross
929,929,152,125979.0,6.69,22.26,,,,,Nakashima,Bounce,,Cross
930,930,152,125987.0,6.4,26.27,8.13,-2.62,5.68,26.27,Nakashima,Hit,Fore,Cross
931,931,152,126020.0,5.16,2.02,,,,,Nakashima,Bounce,,Cross
932,932,152,126030.0,5.14,-1.61,6.03,-1.61,5.77,27.03,Nakashima,Hit,Fore,Cross
933,933,152,126057.0,8.18,21.78,,,,,Nakashima,Bounce,,Cross
934,934,152,126067.0,9.23,27.45,5.91,-2.15,8.02,27.45,Nakashima,Hit,Fore,Cross
935,935,152,126096.0,3.74,2.08,,,,,Nakashima,Bounce,,Cross
936,936,152,126108.0,2.64,-2.03,4.03,-2.03,7.25,26.37,Nakashima,Hit,Fore,Cross
937,937,152,126130.0,1.89,20.16,,,,,Nakashima,Bounce,,Cross
938,938,152,126142.0,1.46,27.26,5.35,-2.16,3.02,27.26,Nakashima,Hit,Back,Cross
939,939,152,126187.0,5.48,2.44,,,,,Nakashima,Bounce,,Cross
940,940,152,126197.0,6.05,1.34,6.96,1.34,4.88,27.52,Nakashima,Hit,Fore,Cross
941,941,152,126238.0,2.63,15.43,,,,,Nakashima,Bounce,,Cross
942,942,154,127258.0,8.9,6.33,,,,,Nakashima,Bounce,,Cross
943,943,154,127267.0,11.77,-0.02,10.23,-0.02,3.77,23.4,Nakashima,Hit,Back,Cross
944,944,154,127293.0,5.69,22.01,,,,,Nakashima,Bounce,,Cross
945,945,154,127299.0,4.95,25.08,9.73,0.0,4.0,25.08,Nakashima,Hit,Fore,Cross
946,946,154,127330.0,3.38,2.16,,,,,Nakashima,Bounce,,Cross
947,947,154,127344.0,3.12,-2.3,3.76,-2.3,5.8,25.17,Nakashima,Hit,Fore,Cross
948,948,154,127369.0,6.42,18.87,,,,,Nakashima,Bounce,,Cross
949,949,154,127382.0,7.86,24.55,3.95,-2.75,6.93,24.55,Nakashima,Hit,Fore,Cross
950,950,154,127407.0,8.1,4.37,,,,,Nakashima,Bounce,,Cross
951,951,154,127426.0,8.3,-2.38,7.49,-2.38,5.66,23.97,Nakashima,Hit,Back,Cross
952,952,154,127468.0,8.51,21.8,,,,,Nakashima,Bounce,,Cross
953,953,154,127480.0,9.31,24.93,5.78,-1.63,8.15,24.93,Nakashima,Hit,Fore,Cross
954,954,154,127505.0,2.18,3.42,,,,,Nakashima,Bounce,,Cross
955,955,154,127517.0,0.18,-2.3,1.77,-2.3,7.01,25.23,Nakashima,Hit,Fore,Cross
956,956,156,131437.0,2.66,6.84,,,,,Nishioka,Bounce,,Cross
957,957,156,131452.0,-0.73,-1.49,0.76,-1.49,6.64,23.73,Nishioka,Hit,Fore,Cross
958,958,156,131482.0,5.02,21.4,,,,,Nishioka,Bounce,,Cross
959,959,156,131491.0,5.91,25.34,2.47,-2.16,6.49,25.34,Nishioka,Hit,Back,Cross
960,960,156,131515.0,7.88,5.47,,,,,Nishioka,Bounce,,Cross
961,961,156,131531.0,8.6,-1.58,7.72,-1.58,5.92,24.65,Nishioka,Hit,Back,Cross
962,962,156,131565.0,3.59,20.28,,,,,Nishioka,Bounce,,Cross
963,963,156,131577.0,2.02,25.0,6.49,-2.38,3.28,25.0,Nishioka,Hit,Back,Cross
964,964,156,131597.0,7.86,4.72,,,,,Nishioka,Bounce,,Cross
965,965,156,131611.0,9.89,-1.61,8.65,-1.61,3.36,24.79,Nishioka,Hit,Back,Cross
966,966,156,131645.0,3.63,18.62,,,,,Nishioka,Bounce,,Cross
967,967,156,131657.0,1.75,23.51,7.02,-2.28,3.07,23.51,Nishioka,Hit,Back,Cross
968,968,156,131675.0,8.88,5.2,,,,,Nishioka,Bounce,,Cross
969,969,158,132536.0,8.12,6.49,,,,,Nishioka,Bounce,,Cross
970,970,158,132553.0,11.13,-3.42,9.27,-3.42,4.21,24.22,Nishioka,Hit,Back,Cross
971,971,158,132582.0,1.72,20.86,,,,,Nishioka,Bounce,,Cross
972,972,158,132592.0,-0.15,24.82,6.77,-3.9,1.31,24.82,Nishioka,Hit,Back,Cross
973,973,158,132619.0,5.1,2.95,,,,,Nishioka,Bounce,,Cross
974,974,158,132631.0,6.51,-0.82,6.93,-0.82,2.41,25.51,Nishioka,Hit,Fore,Cross
975,975,158,132657.0,7.37,23.03,,,,,Nishioka,Bounce,,Cross
976,976,158,132663.0,7.82,26.03,5.85,-1.6,6.6,26.03,Nishioka,Hit,Fore,Cross
977,977,160,133754.0,4.7,7.11,,,,,Nishioka,Bounce,,Cross
978,978,160,133766.0,3.17,-1.43,2.51,-1.43,6.08,23.32,Nishioka,Hit,Back,Cross
979,979,160,133801.0,5.66,21.95,,,,,Nishioka,Bounce,,Cross
980,980,160,133811.0,5.94,25.46,5.29,-2.6,4.97,25.46,Nishioka,Hit,Fore,Cross
981,981,160,133834.0,6.4,5.38,,,,,Nishioka,Bounce,,Cross
982,982,160,133850.0,6.98,-0.99,5.88,-0.99,5.03,25.89,Nishioka,Hit,Back,Cross
983,983,160,133876.0,3.71,18.1,,,,,Nishioka,Bounce,,Cross
984,984,160,133894.0,2.17,25.66,6.24,-2.73,3.28,25.66,Nishioka,Hit,Back,Cross
985,985,160,133918.0,6.73,3.59,,,,,Nishioka,Bounce,,Cross
986,986,160,133930.0,8.19,-2.91,7.02,-2.91,4.37,24.84,Nishioka,Hit,Back,Cross
987,987,160,133959.0,8.59,21.21,,,,,Nishioka,Bounce,,Cross
988,988,160,133970.0,9.36,25.81,5.0,-2.66,7.63,25.81,Nishioka,Hit,Fore,Cross
989,989,160,133995.0,2.66,4.55,,,,,Nishioka,Bounce,,Cross
990,990,160,134005.0,0.85,-2.53,2.19,-2.53,8.46,26.58,Nishioka,Hit,Fore,Cross
991,991,160,134049.0,8.58,13.51,,,,,Nishioka,Bounce,,Cross
992,992,160,134075.0,11.8,19.97,3.62,-2.24,10.36,19.97,Nishioka,Hit,Fore,Cross
993,993,160,134091.0,9.23,3.6,,,,,Nishioka,Bounce,,Cross
994,994,161,134846.0,8.55,6.82,,,,,Nishioka,Bounce,,Cross
995,995,161,134858.0,11.65,-3.68,10.06,-3.68,4.53,22.86,Nishioka,Hit,Back,Cross
996,996,161,134897.0,3.52,17.11,,,,,Nishioka,Bounce,,Cross
997,997,161,134910.0,2.04,20.33,7.11,-2.64,3.22,20.33,Nishioka,Hit,Back,Cross
998,998,161,134933.0,3.94,1.94,,,,,Nishioka,Bounce,,Cross
999,999,161,134942.0,4.16,-1.91,4.8,-1.91,4.38,17.29,Nishioka,Hit,Fore,Cross
1000,1000,161,134958.0,,,,,,,Nishioka,NoBounce,,
1001,1001,161,134961.0,3.2,15.39,5.55,-2.15,4.77,15.39,Nishioka,Hit,Back,Cross
1002,1002,161,134985.0,7.74,7.34,,,,,Nishioka,Bounce,,Cross
1003,1003,162,135703.0,5.29,6.39,,,,,Nishioka,Bounce,,Cross
1004,1004,163,136431.0,2.11,6.11,,,,,Nishioka,Bounce,,Cross
1005,1005,163,136444.0,-0.48,-1.76,1.0,-1.76,6.51,23.28,Nishioka,Hit,Fore,Cross
1006,1006,163,136470.0,7.71,20.29,,,,,Nishioka,Bounce,,Cross
1007,1007,163,136478.0,9.42,24.03,2.36,-2.65,8.05,24.03,Nishioka,Hit,Fore,Cross
1008,1008,163,136504.0,3.71,2.33,,,,,Nishioka,Bounce,,Cross
1009,1009,163,136515.0,2.61,-1.41,3.81,-1.41,7.03,24.87,Nishioka,Hit,Fore,Cross
1010,1010,163,136537.0,7.4,18.9,,,,,Nishioka,Bounce,,Cross
1011,1011,163,136548.0,9.11,24.87,4.45,-2.98,7.7,24.87,Nishioka,Hit,Fore,Cross
1012,1012,163,136578.0,4.14,1.5,,,,,Nishioka,Bounce,,Cross
1013,1013,163,136586.0,3.25,-1.66,4.15,-1.66,6.9,25.38,Nishioka,Hit,Fore,Cross
1014,1014,163,136613.0,2.38,19.88,,,,,Nishioka,Bounce,,Cross
1015,1015,163,136624.0,1.76,25.6,5.64,-0.86,3.18,25.6,Nishioka,Hit,Back,Cross
1016,1016,163,136650.0,6.85,5.36,,,,,Nishioka,Bounce,,Cross
1017,1017,163,136665.0,8.6,-0.32,7.44,-0.32,3.55,25.57,Nishioka,Hit,Back,Cross
1018,1018,163,136690.0,2.6,19.7,,,,,Nishioka,Bounce,,Cross
1019,1019,163,136700.0,0.79,25.29,6.97,-1.14,2.31,25.29,Nishioka,Hit,Back,Cross
1020,1020,163,136731.0,8.8,2.91,,,,,Nishioka,Bounce,,Cross
1021,1021,163,136743.0,10.57,-0.88,9.12,-0.88,3.11,24.94,Nishioka,Hit,Back,Cross
1022,1022,163,136762.0,9.27,19.11,,,,,Nishioka,Bounce,,Cross
1023,1023,163,136778.0,9.29,26.05,7.35,-1.85,7.13,26.05,Nishioka,Hit,Fore,Cross
1024,1024,163,136816.0,3.53,3.99,,,,,Nishioka,Bounce,,Cross
1025,1025,163,136825.0,2.62,2.09,3.13,2.09,9.09,26.85,Nishioka,Hit,Fore,Cross
1026,1026,163,136865.0,2.36,14.06,,,,,Nishioka,Bounce,,Cross
1027,1027,164,137873.0,8.58,5.93,,,,,Nishioka,Bounce,,Cross
1028,1028,164,137884.0,11.69,-3.98,9.89,-3.98,4.25,23.48,Nishioka,Hit,Back,Cross
1029,1029,164,137914.0,3.63,15.9,,,,,Nishioka,Bounce,,Cross
1030,1030,164,137928.0,1.31,23.23,7.17,-3.64,2.81,23.23,Nishioka,Hit,Back,Cross
1031,1031,166,138975.0,1.45,5.94,,,,,Nishioka,Bounce,,Cross
1032,1032,166,138986.0,-1.91,-1.0,0.56,-1.0,6.48,23.42,Nishioka,Hit,Fore,Cross
1033,1033,167,139653.0,9.25,6.61,,,,,Nishioka,Bounce,,Cross
1034,1034,167,139666.0,13.0,-4.3,10.97,-4.3,4.22,22.94,Nishioka,Hit,Back,Cross
1035,1035,167,139701.0,4.91,23.34,,,,,Nishioka,Bounce,,Cross
1036,1036,167,139704.0,4.52,24.53,9.76,-4.0,3.61,24.53,Nishioka,Hit,Fore,Cross
1037,1037,167,139731.0,5.42,4.7,,,,,Nishioka,Bounce,,Cross
1038,1038,167,139748.0,5.98,-0.24,6.36,-0.24,4.55,25.45,Nishioka,Hit,Fore,Cross
1039,1039,167,139781.0,3.82,21.45,,,,,Nishioka,Bounce,,Cross
1040,1040,167,139791.0,3.58,25.47,6.17,-1.1,4.44,25.47,Nishioka,Hit,Back,Cross
1041,1041,167,139813.0,3.78,4.28,,,,,Nishioka,Bounce,,Cross
1042,1042,167,139826.0,3.83,-1.64,4.74,-1.64,5.95,24.69,Nishioka,Hit,Fore,Cross
1043,1043,167,139854.0,3.41,20.98,,,,,Nishioka,Bounce,,Cross
1044,1044,167,139862.0,3.19,24.73,5.85,-1.88,4.46,24.73,Nishioka,Hit,Back,Cross
1045,1045,167,139894.0,3.56,2.37,,,,,Nishioka,Bounce,,Cross
1046,1046,167,139905.0,3.52,-1.9,4.53,-1.9,5.62,25.43,Nishioka,Hit,Fore,Cross
1047,1047,167,139930.0,2.95,20.8,,,,,Nishioka,Bounce,,Cross
1048,1048,167,139940.0,2.77,25.96,5.66,-1.12,4.02,25.96,Nishioka,Hit,Back,Cross
1049,1049,167,139969.0,4.69,4.01,,,,,Nishioka,Bounce,,Cross
1050,1050,167,139983.0,5.55,-0.1,6.29,-0.1,4.7,26.12,Nishioka,Hit,Fore,Cross
1051,1051,167,140007.0,1.51,21.8,,,,,Nishioka,Bounce,,Cross
1052,1052,169,141086.0,4.85,6.33,,,,,Nishioka,Bounce,,Cross
1053,1053,170,141686.0,8.1,6.87,,,,,Nishioka,Bounce,,Cross
1054,1054,170,141697.0,11.52,-4.22,9.56,-4.22,4.07,23.3,Nishioka,Hit,Back,Cross
1055,1055,171,142651.0,6.48,16.58,,,,,Nakashima,Bounce,,Cross
1056,1056,171,142661.0,7.1,24.28,5.34,-0.74,7.66,24.28,Nakashima,Hit,Back,Cross
1057,1057,171,142685.0,4.86,3.06,,,,,Nakashima,Bounce,,Cross
1058,1058,171,142693.0,4.33,-0.49,5.21,-0.49,6.47,24.38,Nakashima,Hit,Fore,Cross
1059,1059,172,143139.0,3.34,16.56,,,,,Nakashima,Bounce,,Cross
1060,1060,172,143150.0,0.84,23.99,7.02,-0.73,2.02,23.99,Nakashima,Hit,Back,Cross
1061,1061,172,143174.0,4.73,4.41,,,,,Nakashima,Bounce,,Cross
1062,1062,172,143186.0,5.59,-0.49,6.62,-0.49,4.24,24.87,Nakashima,Hit,Fore,Cross
1063,1063,172,143209.0,5.77,16.69,,,,,Nakashima,Bounce,,Cross
1064,1064,172,143226.0,6.09,25.18,5.18,-2.7,5.14,25.18,Nakashima,Hit,Fore,Cross
1065,1065,172,143281.0,2.82,0.3,,,,,Nakashima,Bounce,,Cross
1066,1066,172,143311.0,-0.44,-6.02,1.75,-6.02,5.83,24.47,Nakashima,Hit,Fore,Cross
1067,1067,172,143369.0,5.47,19.06,,,,,Nakashima,Bounce,,Cross
1068,1068,172,143399.0,5.31,25.69,5.39,-4.27,4.5,25.69,Nakashima,Hit,Fore,Cross
1069,1069,172,143426.0,3.07,1.65,,,,,Nakashima,Bounce,,Cross
1070,1070,172,143438.0,2.1,-4.49,3.26,-4.49,4.85,24.9,Nakashima,Hit,Fore,Cross
1071,1071,172,143467.0,8.46,19.02,,,,,Nakashima,Bounce,,Cross
1072,1072,172,143481.0,9.85,24.53,4.32,-3.36,8.53,24.53,Nakashima,Hit,Fore,Cross
1073,1073,172,143504.0,3.48,6.48,,,,,Nakashima,Bounce,,Cross
1074,1074,172,143526.0,0.8,-1.29,1.74,-1.29,7.39,25.56,Nakashima,Hit,Fore,Cross
1075,1075,172,143553.0,7.45,18.45,,,,,Nakashima,Bounce,,Cross
1076,1076,172,143570.0,10.07,24.73,3.64,-3.05,8.45,24.73,Nakashima,Hit,Fore,Cross
1077,1077,172,143593.0,2.01,4.74,,,,,Nakashima,Bounce,,Cross
1078,1078,172,143613.0,-1.09,-1.74,0.35,-1.74,7.03,24.3,Nakashima,Hit,Fore,Cross
1079,1079,172,143647.0,2.93,18.04,,,,,Nakashima,Bounce,,Cross
1080,1080,172,143661.0,3.53,22.17,4.12,-2.72,4.54,22.17,Nakashima,Hit,Back,Cross
1081,1081,172,143680.0,2.68,3.85,,,,,Nakashima,Bounce,,Cross
1082,1082,172,143697.0,2.42,-2.2,3.61,-2.2,5.12,19.97,Nakashima,Hit,Fore,Cross
1083,1083,172,143719.0,,,,,,,Nakashima,NoBounce,,
1084,1084,172,143721.0,3.43,18.0,3.54,-3.02,4.44,18.0,Nakashima,Hit,Back,Cross
1085,1085,172,143758.0,1.55,0.75,,,,,Nakashima,Bounce,,Cross
1086,1086,172,143769.0,0.66,-1.24,2.22,-1.24,4.15,15.23,Nakashima,Hit,Fore,Cross
1087,1087,172,143809.0,,,,,,,Nakashima,NoBounce,,
1088,1088,172,143826.0,1.85,-5.14,3.29,-5.14,2.97,14.44,Nakashima,Hit,Fore,Cross
1089,1089,172,143833.0,5.93,7.12,,,,,Nakashima,Bounce,,Cross
1090,1090,173,144520.0,8.78,18.02,,,,,Nakashima,Bounce,,Cross
1091,1091,173,144530.0,10.63,24.99,5.37,-1.49,9.33,24.99,Nakashima,Hit,Fore,Cross
1092,1092,173,144575.0,6.14,2.42,,,,,Nakashima,Bounce,,Cross
1093,1093,173,144591.0,6.02,-1.24,4.63,-1.24,6.02,26.17,Nakashima,Hit,Back,Cross
1094,1094,173,144611.0,2.75,19.46,,,,,Nakashima,Bounce,,Cross
1095,1095,173,144624.0,0.99,27.44,5.48,-0.98,3.02,27.44,Nakashima,Hit,Back,Cross
1096,1096,173,144667.0,8.39,7.93,,,,,Nakashima,Bounce,,Cross
1097,1097,173,144685.0,10.44,5.49,9.19,5.49,3.71,23.59,Nakashima,Hit,Back,Cross
1098,1098,173,144709.0,8.91,22.04,,,,,Nakashima,Bounce,,Cross
1099,1099,175,145665.0,4.48,16.56,,,,,Nakashima,Bounce,,Cross
1100,1100,175,145676.0,2.97,22.51,6.9,-0.99,2.29,22.51,Nakashima,Hit,Fore,Cross
1101,1101,175,145702.0,2.85,3.55,,,,,Nakashima,Bounce,,Cross
1102,1102,175,145718.0,2.4,-2.36,3.56,-2.36,4.96,23.31,Nakashima,Hit,Fore,Cross
1103,1103,175,145746.0,7.49,20.59,,,,,Nakashima,Bounce,,Cross
1104,1104,175,145753.0,8.22,25.02,4.1,-1.68,7.13,25.02,Nakashima,Hit,Fore,Cross
1105,1105,175,145780.0,3.43,2.29,,,,,Nakashima,Bounce,,Cross
1106,1106,175,145788.0,2.51,-1.5,3.54,-1.5,6.11,25.56,Nakashima,Hit,Fore,Cross
1107,1107,175,145813.0,8.07,17.42,,,,,Nakashima,Bounce,,Cross
1108,1108,175,145830.0,10.39,25.11,3.78,-2.31,9.08,25.11,Nakashima,Hit,Fore,Cross
1109,1109,175,145856.0,3.0,3.52,,,,,Nakashima,Bounce,,Cross
1110,1110,175,145866.0,1.29,-2.26,2.55,-2.26,8.07,25.64,Nakashima,Hit,Fore,Cross
1111,1111,175,145888.0,7.9,18.71,,,,,Nakashima,Bounce,,Cross
1112,1112,175,145900.0,10.55,25.38,2.44,-1.33,8.78,25.38,Nakashima,Hit,Fore,Cross
1113,1113,175,145943.0,2.23,1.45,,,,,Nakashima,Bounce,,Cross
1114,1114,175,145952.0,1.26,-1.7,2.23,-1.7,7.66,25.36,Nakashima,Hit,Fore,Cross
1115,1115,175,145978.0,8.46,19.57,,,,,Nakashima,Bounce,,Cross
1116,1116,175,145989.0,10.61,24.5,3.65,-2.38,9.15,24.5,Nakashima,Hit,Fore,Cross
1117,1117,176,146686.0,5.69,16.95,,,,,Nakashima,Bounce,,Cross
1118,1118,176,146696.0,5.48,24.22,5.19,-1.01,7.01,24.22,Nakashima,Hit,Back,Cross
1119,1119,178,147502.0,3.96,16.51,,,,,Nakashima,Bounce,,Cross
1120,1120,178,147513.0,2.01,22.42,7.03,-1.59,1.51,22.42,Nakashima,Hit,Fore,Cross
1121,1121,180,151379.0,8.29,15.85,,,,,Nishioka,Bounce,,Cross
1122,1122,180,151393.0,12.25,23.49,4.36,-0.29,10.09,23.49,Nishioka,Hit,Fore,Cross
1123,1123,180,151426.0,3.37,0.31,,,,,Nishioka,Bounce,,Cross
1124,1124,180,151436.0,2.4,-2.2,3.81,-2.2,8.7,24.35,Nishioka,Hit,Fore,Cross
1125,1125,180,151467.0,5.05,20.88,,,,,Nishioka,Bounce,,Cross
1126,1126,180,151481.0,5.84,26.0,5.31,-2.43,6.8,26.0,Nishioka,Hit,Back,Cross
1127,1127,180,151505.0,8.09,5.36,,,,,Nishioka,Bounce,,Cross
1128,1128,180,151523.0,9.73,-2.35,8.21,-2.35,5.05,25.15,Nishioka,Hit,Back,Cross
1129,1129,180,151550.0,2.82,21.98,,,,,Nishioka,Bounce,,Cross
1130,1130,180,151556.0,1.86,25.77,8.1,-2.08,2.91,25.77,Nishioka,Hit,Back,Cross
1131,1131,180,151580.0,1.66,3.99,,,,,Nishioka,Bounce,,Cross
1132,1132,181,152594.0,4.42,17.45,,,,,Nishioka,Bounce,,Cross
1133,1133,181,152612.0,3.32,27.15,6.36,-0.71,2.86,27.15,Nishioka,Hit,Fore,Cross
1134,1134,181,152648.0,7.62,1.73,,,,,Nishioka,Bounce,,Cross
1135,1135,181,152660.0,8.76,-1.59,7.46,-1.59,4.73,25.83,Nishioka,Hit,Back,Cross
1136,1136,181,152690.0,4.91,21.79,,,,,Nishioka,Bounce,,Cross
1137,1137,181,152703.0,4.32,27.6,6.05,-1.86,5.46,27.6,Nishioka,Hit,Back,Cross
1138,1138,181,152734.0,5.0,5.56,,,,,Nishioka,Bounce,,Cross
1139,1139,181,152757.0,6.07,-0.33,6.88,-0.33,5.52,27.44,Nishioka,Hit,Fore,Cross
1140,1140,181,152783.0,9.19,23.0,,,,,Nishioka,Bounce,,Cross
1141,1141,181,152795.0,11.13,27.82,6.41,-1.34,9.55,27.82,Nishioka,Hit,Fore,Cross
1142,1142,181,152827.0,5.74,3.99,,,,,Nishioka,Bounce,,Cross
1143,1143,181,152844.0,5.4,-1.09,6.42,-1.09,7.99,27.32,Nishioka,Hit,Fore,Cross
1144,1144,181,152867.0,2.5,23.48,,,,,Nishioka,Bounce,,Cross
1145,1145,181,152876.0,1.75,28.19,6.57,-1.12,3.51,28.19,Nishioka,Hit,Back,Cross
1146,1146,182,153670.0,5.99,17.3,,,,,Nishioka,Bounce,,Cross
1147,1147,184,154510.0,2.1,17.73,,,,,Nishioka,Bounce,,Cross
1148,1148,184,154519.0,0.04,23.83,6.85,-0.98,1.58,23.83,Nishioka,Hit,Back,Cross
1149,1149,185,155135.0,9.44,17.47,,,,,Nishioka,Bounce,,Cross
1150,1150,185,155146.0,13.18,25.17,4.83,-0.75,11.14,25.17,Nishioka,Hit,Fore,Cross
1151,1151,185,155178.0,5.73,2.43,,,,,Nishioka,Bounce,,Cross
1152,1152,185,155190.0,4.98,-0.72,5.74,-0.72,8.77,25.61,Nishioka,Hit,Fore,Cross
1153,1153,185,155214.0,8.26,19.32,,,,,Nishioka,Bounce,,Cross
1154,1154,185,155228.0,10.3,25.88,5.59,-1.78,8.24,25.88,Nishioka,Hit,Fore,Cross
1155,1155,185,155273.0,8.62,3.72,,,,,Nishioka,Bounce,,Cross
1156,1156,185,155293.0,9.06,0.66,7.98,0.66,5.07,26.08,Nishioka,Hit,Back,Cross
1157,1157,185,155314.0,8.66,21.3,,,,,Nishioka,Bounce,,Cross
1158,1158,185,155324.0,9.26,26.86,6.44,1.46,7.77,26.86,Nishioka,Hit,Fore,Cross
1159,1159,185,155353.0,2.34,4.36,,,,,Nishioka,Bounce,,Cross
1160,1160,185,155364.0,0.91,-0.44,2.31,-0.44,8.22,26.08,Nishioka,Hit,Fore,Cross
1161,1161,185,155388.0,6.55,16.5,,,,,Nishioka,Bounce,,Cross
1162,1162,185,155402.0,9.03,22.37,2.09,-1.43,7.96,22.37,Nishioka,Hit,Fore,Cross
1163,1163,185,155428.0,0.65,0.73,,,,,Nishioka,Bounce,,Cross
1164,1164,186,156290.0,2.6,6.39,,,,,Nakashima,Bounce,,Cross
1165,1165,186,156300.0,1.21,-1.49,2.8,-1.49,5.95,22.82,Nakashima,Hit,Fore,Cross
1166,1166,186,156334.0,3.78,23.24,,,,,Nakashima,Bounce,,Cross
1167,1167,186,156344.0,3.81,26.27,4.89,-1.32,4.94,26.27,Nakashima,Hit,Back,Cross
1168,1168,186,156381.0,9.0,2.69,,,,,Nakashima,Bounce,,Cross
1169,1169,186,156392.0,10.7,-1.6,9.25,-1.6,5.0,25.45,Nakashima,Hit,Back,Cross
1170,1170,186,156420.0,1.98,21.98,,,,,Nakashima,Bounce,,Cross
1171,1171,186,156426.0,0.94,24.89,8.87,-1.28,1.98,24.89,Nakashima,Hit,Back,Cross
1172,1172,186,156482.0,6.36,1.99,,,,,Nakashima,Bounce,,Cross
1173,1173,186,156492.0,7.39,-0.81,8.17,-0.81,4.96,26.98,Nakashima,Hit,Fore,Cross
1174,1174,186,156511.0,7.81,19.67,,,,,Nakashima,Bounce,,Cross
1175,1175,186,156523.0,8.07,27.35,7.19,0.23,7.05,27.35,Nakashima,Hit,Fore,Cross
1176,1176,186,156554.0,2.64,4.22,,,,,Nakashima,Bounce,,Cross
1177,1177,186,156568.0,1.49,0.24,2.66,0.24,6.45,26.07,Nakashima,Hit,Fore,Cross
1178,1178,186,156591.0,7.51,18.98,,,,,Nakashima,Bounce,,Cross
1179,1179,186,156606.0,10.07,25.08,3.22,-0.34,8.88,25.08,Nakashima,Hit,Fore,Cross
1180,1180,186,156631.0,2.49,2.82,,,,,Nakashima,Bounce,,Cross
1181,1181,186,156641.0,0.83,-0.24,2.38,-0.24,-15.95,-35.17,Nakashima,Hit,Fore,Cross
1182,1182,186,156685.0,7.39,21.63,,,,,Nakashima,Bounce,,Cross
1183,1183,186,156697.0,8.55,24.31,4.46,-2.17,9.3,24.31,Nakashima,Hit,Back,Cross
1184,1184,186,156731.0,1.93,1.26,,,,,Nakashima,Bounce,,Cross
1185,1185,186,156742.0,-0.12,-3.91,2.16,-3.91,7.87,24.53,Nakashima,Hit,Fore,Cross
1186,1186,186,156764.0,7.03,16.77,,,,,Nakashima,Bounce,,Cross
1187,1187,186,156781.0,9.9,-39.3,-16.01,-39.3,-16.01,-39.3,Nakashima,Hit,Fore,Cross
1188,1188,186,156804.0,2.79,5.15,,,,,Nakashima,Bounce,,Cross
1189,1189,186,156822.0,0.38,-1.97,1.69,-1.97,7.5,24.28,Nakashima,Hit,Fore,Cross
1190,1190,186,156865.0,8.7,22.76,,,,,Nakashima,Bounce,,Cross
1191,1191,186,156872.0,9.63,25.54,-15.26,-36.97,8.58,25.54,Nakashima,Hit,Fore,Cross
1192,1192,186,156903.0,3.69,3.0,,,,,Nakashima,Bounce,,Cross
1193,1193,186,156918.0,2.18,-1.66,3.69,-1.66,6.44,26.78,Nakashima,Hit,Fore,Cross
1194,1194,186,156938.0,2.08,18.89,,,,,Nakashima,Bounce,,Cross
1195,1195,186,156955.0,1.67,27.48,5.41,-1.61,2.87,27.48,Nakashima,Hit,Back,Cross
1196,1196,186,156981.0,6.27,6.75,,,,,Nakashima,Bounce,,Cross
1197,1197,186,156999.0,7.89,1.32,6.89,1.32,4.63,26.78,Nakashima,Hit,Back,Cross
